srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q11,Q11a,Q11b,Q12,Q14,Q15,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,p_state,p_gender_sdc,p_age_group_sdc,p_education_sdc
1915,'1','11','Centre-left','2','2','4','5','2','1','1','1','2','7.0','7.0','6.0','1.0','6.0','2.0','2.0','7.0','2','1','4','1','nan',nan,nan,'nan','nan','nan','2.0','3.0','2.0','3.0','2.0','2.0','3.0','2.0','3.0','3.0','2.0','3.0','3.0','2.0','3.0','1','2.0','3.0','2.0'
1860,'2','16','Independent','1','3','2','1','2','2','2','2','2','3.0','1.0','5.0','3.0','3.0','1.0','1.0','5.0','2','2','4','2','1.0',nan,2.0,'2.0','2.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','6','1.0','3.0','3.0'
823,'2','36','Centre-right','3','3','3','3','1','1','2','3','2','6.0','6.0','3.0','3.0','7.0','3.0','4.0','8.0','1','1','1','2','2.0',2.0,nan,'4.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','1.0','3.0','1.0'
236,'2','4','Other','5','3','2','2','2','2','2','2','2','1.0','1.0','1.0','1.0','3.0','1.0','1.0','1.0','4','4','4','2','1.0',nan,2.0,'3.0','1.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','2.0','3.0','1.0'
1413,'2','13','Centre-right','4','2','4','4','2','2','4','2','2','8.0','6.0','5.0','2.0','4.0','5.0','2.0','7.0','4','4','4','1','1.0',nan,2.0,'3.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','1.0','4.0','1.0'
396,'2','13','Centre-right','3','4','4','3','2','1','2','2','1','9.0','8.0','7.0','5.0','6.0','7.0','7.0','8.0','2','4','4','2','1.0',nan,2.0,'3.0','1.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','3.0','3.0'
1397,'2','16','Centre-left','2','2','2','2','3','2','2','2','1','6.0','6.0','2.0','2.0','5.0','3.0','2.0','9.0','2','2','2','2','3.0',2.0,nan,'2.0','2.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','3.0','3.0'
83,'4','11','Green','2','2','3','3','3','2','3','4','2','3.0','6.0','6.0','2.0','7.0','5.0','2.0','5.0','2','5','4','2','2.0',2.0,nan,'2.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','4.0','1.0'
2339,'4','1','-98','4','1','1','2','2','2','1','2','1','5.0','5.0','3.0','1.0','3.0','1.0','1.0','5.0','1','1','5','1','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','3.0','3.0','4.0','3.0','2.0','3.0','2.0','2.0','3.0','2.0','4.0','3.0','1','1.0','4.0','3.0'
1954,'2','5','Green','2','1','3','2','2','2','3','2','2','7.0','7.0','6.0','5.0','9.0','5.0','4.0','8.0','2','4','4','2','2.0',1.0,nan,'2.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','2.0','2.0','1.0'
1895,'2','11','Green','3','3','2','1','2','2','1','2','2','5.0','6.0','6.0','4.0','6.0','6.0','5.0','6.0','2','2','2','1','nan',nan,nan,'nan','nan','nan','2.0','2.0','2.0','3.0','2.0','3.0','3.0','3.0','2.0','3.0','2.0','3.0','3.0','2.0','3.0','1','nan','1.0','1.0'
1961,'2','1','Centre-right','4','2','3','3','1','1','2','3','1','8.0','8.0','5.0','1.0','8.0','5.0','4.0','8.0','4','4','2','4','nan',nan,nan,'nan','nan','nan','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','1.0','3.0','3.0','4','2.0','4.0','3.0'
297,'4','1','Centre-right','3','2','3','1','1','1','1','1','1','4.0','4.0','5.0','1.0','5.0','2.0','1.0','7.0','2','2','2','2','nan',nan,nan,'nan','nan','nan','4.0','4.0','2.0','4.0','3.0','4.0','3.0','2.0','2.0','2.0','2.0','4.0','3.0','2.0','4.0','1','2.0','1.0','1.0'
2454,'2','16','Other','3','3','3','3','2','2','4','2','2','7.0','7.0','7.0','4.0','6.0','5.0','6.0','7.0','4','4','4','4','nan',nan,nan,'nan','nan','nan','1.0','1.0','3.0','1.0','1.0','3.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','1','1.0','3.0','2.0'
2361,'5','1','Centre-right','4','4','3','3','3','1','1','3','3','8.0','8.0','9.0','5.0','8.0','10.0','5.0','8.0','2','4','4','4','nan',nan,nan,'nan','nan','nan','2.0','3.0','3.0','3.0','2.0','3.0','2.0','2.0','3.0','3.0','4.0','2.0','3.0','4.0','3.0','2','1.0','4.0','3.0'
2172,'4','6','Green','3','2','4','2','2','1','2','3','1','7.0','7.0','6.0','7.0','9.0','4.0','5.0','10.0','4','4','4','4','nan',nan,nan,'nan','nan','nan','4.0','4.0','4.0','4.0','4.0','4.0','4.0','2.0','3.0','1.0','1.0','3.0','1.0','1.0','3.0','2','1.0','1.0','3.0'
173,'4','11','Centre-left','3','3','2','2','2','2','2','2','2','3.0','3.0','3.0','2.0','5.0','2.0','3.0','5.0','4','4','4','2','2.0',1.0,nan,'2.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','7','1.0','2.0','2.0'
795,'4','4','Right-wing','2','1','2','3','1','1','2','2','2','6.0','7.0','9.0','7.0','7.0','7.0','8.0','8.0','2','4','4','2','1.0',nan,2.0,'2.0','2.0','1.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','1.0','1.0','2.0'
1524,'4','19','Centre-right','3','2','2','2','1','2','2','2','2','5.0','3.0','5.0','4.0','4.0','4.0','3.0','5.0','4','5','4','2','nan',nan,nan,'nan','nan','nan','1.0','1.0','2.0','1.0','1.0','1.0','2.0','2.0','2.0','3.0','3.0','3.0','3.0','4.0','3.0','3','1.0','4.0','3.0'
2103,'2','13','Independent','3','4','3','3','1','2','3','2','2','7.0','7.0','5.0','1.0','5.0','3.0','2.0','8.0','5','5','5','5','2.0',2.0,nan,'2.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','1.0','4.0','3.0'
1152,'2','1','Centre-right','4','4','4','4','1','1','1','1','1','10.0','8.0','8.0','9.0','9.0','8.0','9.0','10.0','1','2','2','1','nan',nan,nan,'nan','nan','nan','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','1','1.0','1.0','3.0'
2527,'4','32','Green','2','2','4','2','1','2','4','3','2','6.0','6.0','1.0','1.0','5.0','1.0','2.0','6.0','2','4','4','1','nan',nan,nan,'nan','nan','nan','4.0','4.0','3.0','4.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','2.0','3.0','2','1.0','2.0','1.0'
363,'4','11','Green','2','1','3','2','1','1','4','3','1','5.0','5.0','2.0','2.0','5.0','2.0','2.0','8.0','4','5','5','2','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','4.0','4.0','4.0','3.0','2.0','2.0','2.0','2.0','3.0','1.0','1.0','2.0','6','2.0','nan','1.0'
486,'4','17','Other','4','4','3','3','3','3','4','4','3','7.0','8.0','7.0','5.0','8.0','6.0','7.0','10.0','5','5','5','4','1.0',nan,2.0,'1.0','1.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','1.0','2.0'
356,'5','32','Centre-right','1','1','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','2','1','2','1','3.0',2.0,nan,'1.0','1.0','1.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','1.0','2.0','2.0'
193,'4','11','Centre-left','3','1','2','2','2','1','1','3','2','5.0','8.0','3.0','1.0','8.0','2.0','3.0','4.0','4','2','2','4','nan',nan,nan,'nan','nan','nan','1.0','1.0','3.0','3.0','1.0','2.0','3.0','1.0','1.0','2.0','1.0','3.0','2.0','2.0','2.0','2','1.0','3.0','1.0'
413,'2','32','Centre-right','4','3','4','3','3','3','3','3','3','7.0','5.0','7.0','3.0','4.0','4.0','3.0','8.0','2','4','2','4','nan',nan,nan,'nan','nan','nan','2.0','2.0','2.0','3.0','2.0','2.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','2','2.0','2.0','2.0'
2263,'2','29','Centre-right','5','5','4','5','2','2','3','4','2','10.0','3.0','2.0','1.0','3.0','4.0','8.0','10.0','2','2','1','1','nan',nan,nan,'nan','nan','nan','3.0','4.0','4.0','4.0','2.0','4.0','4.0','4.0','4.0','1.0','2.0','2.0','3.0','4.0','4.0','3','1.0','4.0','3.0'
1819,'2','30','Centre-right','2','2','3','3','3','2','4','2','2','9.0','9.0','7.0','6.0','7.0','9.0','7.0','9.0','2','4','4','4','nan',nan,nan,'nan','nan','nan','1.0','1.0','1.0','1.0','1.0','1.0','1.0','-98.0','-98.0','2.0','2.0','3.0','-98.0','3.0','3.0','2','1.0','3.0','2.0'
84,'2','1','Centre-right','4','3','4','4','3','1','3','3','2','6.0','7.0','5.0','3.0','7.0','3.0','3.0','9.0','2','2','1','2','nan',nan,nan,'nan','nan','nan','1.0','2.0','2.0','2.0','1.0','3.0','1.0','1.0','1.0','1.0','1.0','2.0','1.0','3.0','3.0','5','1.0','2.0','1.0'
910,'2','20','-99','3','2','3','3','1','2','1','1','1','7.0','7.0','3.0','4.0','8.0','4.0','3.0','8.0','4','4','4','2','3.0',2.0,nan,'2.0','4.0','1.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','1.0','3.0','1.0'
1921,'2','-98','Centre-left','5','1','4','4','1','2','2','2','1','5.0','5.0','5.0','4.0','5.0','4.0','4.0','5.0','2','4','2','2','nan',nan,nan,'nan','nan','nan','2.0','3.0','3.0','3.0','1.0','3.0','3.0','3.0','2.0','3.0','1.0','3.0','3.0','3.0','3.0','6','1.0','nan','3.0'
205,'4','13','Centre-right','4','4','4','3','2','1','3','2','2','8.0','6.0','1.0','4.0','5.0','7.0','6.0','8.0','2','5','4','2','nan',nan,nan,'nan','nan','nan','1.0','4.0','3.0','4.0','2.0','3.0','3.0','3.0','3.0','4.0','3.0','3.0','3.0','3.0','3.0','2','1.0','2.0','2.0'
470,'4','36','Centre-left','5','4','4','4','2','2','3','2','3','3.0','3.0','3.0','2.0','4.0','2.0','3.0','2.0','4','4','4','4','3.0',1.0,nan,'2.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','2.0','4.0','3.0'
1642,'2','-98','-98','-98','-98','3','3','-98','-98','-98','-98','-98','7.0','6.0','5.0','1.0','6.0','3.0','1.0','9.0','2','2','-98','3','nan',nan,nan,'nan','nan','nan','-98.0','3.0','3.0','3.0','-98.0','3.0','-98.0','3.0','-98.0','3.0','2.0','4.0','4.0','4.0','4.0','1','2.0','3.0','3.0'
451,'4','16','Green','2','5','2','5','1','1','1','2','1','4.0','3.0','8.0','3.0','6.0','3.0','5.0','7.0','4','4','4','2','nan',nan,nan,'nan','nan','nan','1.0','2.0','2.0','3.0','2.0','4.0','3.0','2.0','2.0','3.0','2.0','3.0','3.0','4.0','4.0','3','1.0','3.0','1.0'
219,'2','-98','Centre-left','3','2','4','3','1','2','2','2','2','7.0','6.0','7.0','1.0','5.0','4.0','3.0','9.0','2','2','4','2','3.0',2.0,nan,'1.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','2.0','3.0','1.0'
946,'4','4','-98','3','3','2','1','1','2','2','3','1','4.0','4.0','4.0','1.0','6.0','3.0','3.0','4.0','1','2','1','2','1.0',nan,2.0,'3.0','1.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','1.0','2.0','1.0'
1236,'4','20','Green','2','1','2','2','3','1','1','3','2','3.0','4.0','6.0','6.0','4.0','6.0','4.0','8.0','5','4','5','1','2.0',1.0,nan,'4.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','1.0','4.0','1.0'
1751,'2','96','Centre-left','3','3','3','3','1','1','1','1','1','5.0','3.0','1.0','1.0','5.0','1.0','1.0','7.0','2','4','4','2','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','2.0','3.0','5','1.0','4.0','2.0'
1158,'2','16','Centre-right','4','4','4','4','4','4','3','3','3','4.0','4.0','1.0','1.0','3.0','3.0','2.0','5.0','2','4','5','5','2.0',1.0,nan,'3.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','4','1.0','4.0','nan'
1023,'2','13','Right-wing','3','2','4','2','3','3','3','3','3','5.0','5.0','2.0','1.0','2.0','2.0','1.0','5.0','4','4','4','4','nan',nan,nan,'nan','nan','nan','2.0','2.0','2.0','2.0','1.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','4.0','3.0','1','1.0','4.0','2.0'
129,'4','28','Centre-right','3','3','4','3','3','1','3','3','3','8.0','7.0','2.0','3.0','6.0','3.0','6.0','8.0','2','2','2','2','2.0',2.0,nan,'2.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','8','1.0','1.0','3.0'
1659,'4','13','No-party','1','2','2','1','2','3','4','2','3','4.0','3.0','5.0','1.0','3.0','8.0','5.0','5.0','4','5','4','5','1.0',nan,2.0,'2.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','1.0','3.0','3.0'
617,'5','11','Centre-left','2','1','1','2','1','1','1','2','1','3.0','7.0','8.0','1.0','8.0','5.0','5.0','8.0','2','4','2','1','3.0',-98.0,nan,'2.0','2.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','1.0','4.0','3.0'
1841,'2','6','Green','1','3','2','3','3','3','3','3','3','5.0','5.0','2.0','1.0','5.0','1.0','1.0','5.0','2','2','4','2','3.0',-98.0,nan,'2.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','1.0','2.0','1.0'
1425,'5','16','Right-wing','5','4','1','1','1','1','1','1','1','1.0','2.0','1.0','5.0','7.0','5.0','nan','2.0','1','1','1','1','nan',nan,nan,'nan','nan','nan','1.0','1.0','1.0','1.0','1.0','2.0','1.0','2.0','2.0','2.0','2.0','2.0','1.0','1.0','2.0','1','2.0','4.0','3.0'
2340,'2','-99','Centre-right','4','4','4','3','3','3','-99','4','3','5.0','8.0','6.0','4.0','9.0','6.0','7.0','8.0','4','4','4','5','2.0',1.0,nan,'4.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','1.0','4.0','1.0'
1003,'4','1','Green','4','4','4','5','3','3','3','4','4','10.0','9.0','6.0','2.0','9.0','8.0','3.0','10.0','2','4','2','2','1.0',nan,2.0,'1.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','5','1.0','4.0','1.0'
1766,'2','5','Centre-left','1','4','3','3','1','1','1','1','3','6.0','6.0','8.0','6.0','7.0','7.0','7.0','9.0','2','2','4','2','1.0',nan,2.0,'2.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','5','2.0','3.0','3.0'
1476,'2','5','Centre-right','2','2','4','4','2','2','3','3','3','8.0','7.0','8.0','5.0','9.0','3.0','8.0','9.0','2','2','2','4','2.0',1.0,nan,'2.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','2.0','1.0','3.0'
1782,'4','32','Centre-right','3','3','2','2','1','2','1','2','2','8.0','4.0','8.0','1.0','9.0','1.0','6.0','9.0','2','2','2','-98','nan',nan,nan,'nan','nan','nan','1.0','1.0','1.0','3.0','2.0','1.0','1.0','1.0','1.0','3.0','1.0','4.0','3.0','1.0','2.0','1','2.0','3.0','2.0'
716,'2','11','Centre-left','3','3','2','2','2','2','2','3','2','5.0','5.0','4.0','4.0','6.0','4.0','5.0','5.0','4','4','4','4','nan',nan,nan,'nan','nan','nan','4.0','4.0','3.0','4.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','2.0','2.0','3.0','4','1.0','3.0','1.0'
176,'4','11','Green','2','1','2','3','2','1','2','3','2','6.0','7.0','7.0','3.0','7.0','5.0','4.0','7.0','2','4','4','4','nan',nan,nan,'nan','nan','nan','2.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','8','1.0','3.0','1.0'
2322,'4','16','Green','5','4','2','5','2','2','2','2','2','5.0','5.0','5.0','5.0','5.0','1.0','5.0','5.0','2','4','4','2','3.0',1.0,nan,'3.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','2.0','4.0','3.0'
1474,'2','1','Centre-right','3','3','4','4','3','2','3','3','3','7.0','7.0','7.0','3.0','6.0','3.0','6.0','8.0','4','4','2','4','nan',nan,nan,'nan','nan','nan','1.0','2.0','2.0','3.0','1.0','2.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','4.0','5','1.0','2.0','1.0'
2611,'2','16','Centre-right','2','2','2','2','2','1','2','3','1','2.0','2.0','1.0','1.0','3.0','2.0','2.0','8.0','1','1','1','1','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','2.0','2.0','2.0','3.0','3.0','5','1.0','2.0','2.0'
1469,'4','-98','Centre-left','2','1','2','3','3','2','2','2','1','2.0','3.0','6.0','3.0','6.0','2.0','2.0','7.0','2','1','2','4','nan',nan,nan,'nan','nan','nan','2.0','3.0','3.0','4.0','2.0','3.0','4.0','4.0','4.0','3.0','2.0','3.0','4.0','4.0','4.0','1','1.0','1.0','nan'
786,'4','11','Green','3','3','2','2','2','2','3','3','2','6.0','6.0','5.0','3.0','8.0','2.0','4.0','6.0','4','2','4','1','2.0',2.0,nan,'1.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','2.0','1.0','3.0'
255,'4','11','Green','4','1','1','2','2','2','1','3','1','4.0','5.0','2.0','2.0','5.0','3.0','5.0','8.0','4','4','4','2','1.0',nan,2.0,'3.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','5','2.0','2.0','1.0'
856,'1','36','Centre-right','3','1','2','1','2','2','2','2','2','8.0','6.0','7.0','9.0','8.0','9.0','4.0','9.0','4','4','4','2','nan',nan,nan,'nan','nan','nan','3.0','3.0','2.0','3.0','3.0','3.0','3.0','2.0','2.0','2.0','3.0','3.0','3.0','3.0','-99.0','2','1.0','2.0','1.0'
277,'2','1','Centre-left','3','2','3','2','3','2','2','3','2','8.0','8.0','7.0','6.0','8.0','6.0','7.0','8.0','2','2','2','2','3.0',2.0,nan,'3.0','3.0','1.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','1.0','1.0','3.0'
1699,'2','1','Centre-right','3','2','3','3','2','2','1','2','2','8.0','8.0','9.0','6.0','9.0','5.0','6.0','8.0','4','2','2','2','1.0',nan,2.0,'2.0','3.0','1.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','1.0','1.0','1.0'
29,'4','5','Green','4','3','4','3','2','1','2','2','2','8.0','8.0','8.0','4.0','9.0','5.0','6.0','7.0','2','4','2','2','2.0',1.0,nan,'2.0','2.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','1.0','1.0','3.0'
87,'4','16','Green','1','1','1','1','1','1','2','4','1','2.0','4.0','10.0','1.0','10.0','8.0','8.0','7.0','2','4','4','5','nan',nan,nan,'nan','nan','nan','4.0','4.0','4.0','4.0','4.0','4.0','4.0','3.0','4.0','1.0','1.0','4.0','1.0','1.0','4.0','5','1.0','1.0','3.0'
1993,'2','-98','Centre-left','2','1','2','3','1','1','2','2','2','6.0','5.0','10.0','4.0','8.0','2.0','6.0','4.0','2','1','2','2','3.0',1.0,nan,'1.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','1.0','1.0','3.0'
118,'4','16','Other','1','1','2','1','3','3','1','1','1','3.0','4.0','6.0','6.0','7.0','3.0','5.0','4.0','2','4','2','4','2.0',1.0,nan,'3.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','1.0','3.0'
2296,'2','-98','Centre-left','3','4','3','4','3','3','3','2','3','6.0','6.0','6.0','7.0','7.0','5.0','7.0','6.0','4','2','2','2','3.0',2.0,nan,'2.0','1.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','5','1.0','nan','2.0'
437,'4','11','Green','2','3','2','1','2','2','2','3','2','6.0','6.0','2.0','1.0','5.0','1.0','1.0','9.0','4','4','4','2','2.0',1.0,nan,'1.0','3.0','1.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','1.0','1.0','2.0'
1421,'2','20','Centre-left','4','3','2','3','3','2','1','2','3','5.0','5.0','10.0','4.0','7.0','3.0','5.0','10.0','4','4','4','2','nan',nan,nan,'nan','nan','nan','4.0','4.0','3.0','4.0','4.0','4.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','5','1.0','nan','2.0'
1367,'4','11','Green','3','3','2','2','2','3','2','3','3','3.0','5.0','1.0','1.0','7.0','2.0','2.0','7.0','2','2','4','4','1.0',nan,-98.0,'1.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','2.0','3.0'
1611,'2','1','Centre-left','3','2','2','2','2','2','2','2','2','7.0','7.0','3.0','1.0','3.0','3.0','3.0','7.0','4','4','4','2','3.0',2.0,nan,'1.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','4','2.0','2.0','3.0'
183,'4','20','Green','2','2','1','1','1','1','1','2','1','7.0','7.0','5.0','7.0','8.0','6.0','7.0','10.0','4','4','4','4','nan',nan,nan,'nan','nan','nan','4.0','4.0','3.0','4.0','4.0','4.0','4.0','3.0','3.0','3.0','2.0','4.0','3.0','3.0','4.0','8','1.0','2.0','nan'
316,'2','36','Centre-right','2','3','3','2','2','3','3','4','1','5.0','7.0','4.0','3.0','7.0','2.0','6.0','8.0','4','4','2','1','nan',nan,nan,'nan','nan','nan','1.0','3.0','1.0','3.0','1.0','4.0','1.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','3','2.0','1.0','3.0'
1326,'2','5','Centre-right','3','3','3','3','2','2','2','2','2','7.0','8.0','6.0','1.0','6.0','5.0','5.0','8.0','2','4','4','2','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','5','2.0','2.0','3.0'
749,'2','37','Green','-98','3','3','3','3','1','3','3','1','4.0','5.0','1.0','1.0','4.0','1.0','2.0','5.0','4','5','5','2','3.0',2.0,nan,'2.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','5','1.0','1.0','3.0'
190,'2','14','Centre-left','4','5','5','5','1','1','2','3','2','9.0','9.0','7.0','7.0','8.0','6.0','7.0','9.0','4','2','2','4','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','3.0','2.0','4.0','3.0','3.0','3.0','3.0','3.0','3.0','4.0','3.0','3.0','1','1.0','1.0','3.0'
1945,'4','11','Centre-left','1','1','2','2','3','2','3','3','3','8.0','8.0','6.0','1.0','8.0','1.0','1.0','9.0','2','4','4','4','2.0',2.0,nan,'2.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','2.0','1.0'
1994,'2','30','-98','3','3','4','3','3','2','4','3','3','8.0','7.0','1.0','1.0','5.0','1.0','2.0','7.0','4','4','1','5','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','1.0','3.0','2.0','1.0','4.0','5','1.0','2.0','2.0'
1908,'2','1','-99','5','5','4','5','1','1','1','2','1','8.0','8.0','8.0','5.0','6.0','5.0','4.0','8.0','2','4','4','1','nan',nan,nan,'nan','nan','nan','2.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','2.0','2.0','3.0','3','2.0','1.0','1.0'
100,'4','16','Green','1','1','1','1','1','1','1','1','1','3.0','3.0','4.0','3.0','4.0','5.0','5.0','5.0','4','4','4','2','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','2','1.0','1.0','1.0'
1630,'4','4','Centre-left','4','4','4','4','3','3','4','4','2','9.0','4.0','1.0','2.0','9.0','2.0','2.0','10.0','2','2','2','2','nan',nan,nan,'nan','nan','nan','3.0','3.0','4.0','3.0','3.0','4.0','3.0','3.0','3.0','3.0','1.0','3.0','3.0','2.0','4.0','1','2.0','2.0','1.0'
1265,'2','37','Centre-left','3','2','2','2','3','2','2','4','2','7.0','7.0','4.0','1.0','10.0','1.0','6.0','7.0','1','1','1','2','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','4.0','3.0','4.0','3.0','3.0','3.0','2.0','1.0','4.0','3.0','2.0','4.0','5','2.0','3.0','1.0'
637,'2','29','Centre-right','4','2','4','2','3','3','3','3','2','8.0','7.0','6.0','3.0','8.0','7.0','7.0','8.0','1','1','1','1','nan',nan,nan,'nan','nan','nan','4.0','4.0','4.0','4.0','4.0','4.0','4.0','4.0','4.0','4.0','3.0','3.0','4.0','4.0','4.0','1','1.0','2.0','1.0'
2136,'4','20','Green','3','2','4','4','2','2','2','3','2','7.0','7.0','4.0','2.0','7.0','4.0','3.0','8.0','2','5','4','2','nan',nan,nan,'nan','nan','nan','2.0','3.0','1.0','3.0','-98.0','3.0','3.0','2.0','2.0','2.0','1.0','3.0','3.0','2.0','3.0','3','2.0','2.0','1.0'
1362,'2','20','Centre-left','4','3','3','3','1','1','2','3','2','5.0','6.0','5.0','4.0','6.0','3.0','2.0','7.0','4','4','4','2','nan',nan,nan,'nan','nan','nan','2.0','3.0','2.0','3.0','1.0','3.0','2.0','2.0','2.0','3.0','1.0','4.0','3.0','2.0','3.0','2','2.0','1.0','3.0'
