srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,p_state,p_gender_sdc,p_age_group_sdc,p_education_sdc
204,'2','16','Centre-right','2','2','4','2','2','3','3','3','3','8.0','5.0','3.0','1.0','5.0','2.0','1.0','8.0','4','5','5','2','2.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','3.0','2.0','1.0','3.0','3.0','3.0','3.0','1','2.0','2.0','1.0'
1875,'4','16','Green','2','5','1','5','1','1','1','1','1','1.0','4.0','1.0','1.0','5.0','1.0','1.0','2.0','2','2','5','1','3.0','3.0','2.0','3.0','2.0','3.0','2.0','1.0','1.0','1.0','1.0','2.0','1.0','1.0','1.0','1','2.0','3.0','1.0'
1732,'2','11','Centre-right','4','4','4','3','3','2','2','2','2','8.0','8.0','9.0','5.0','6.0','5.0','5.0','8.0','2','4','4','2','2.0','2.0','2.0','-99.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','1','2.0','4.0','2.0'
1025,'2','13','Green','3','3','3','4','1','1','1','3','1','1.0','5.0','3.0','1.0','7.0','3.0','1.0','10.0','5','5','5','5','1.0','2.0','2.0','2.0','1.0','3.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','2.0','1','2.0','4.0','1.0'
1534,'5','35','Centre-left','2','2','2','1','1','1','1','4','1','3.0','5.0','2.0','2.0','10.0','3.0','3.0','10.0','2','4','4','1','-98.0','-98.0','1.0','4.0','2.0','3.0','-98.0','2.0','2.0','3.0','2.0','3.0','1.0','1.0','4.0','1','2.0','4.0','1.0'
1632,'4','16','-98','1','1','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','4.0','1.0','1.0','2.0','1','1','4','1','3.0','-98.0','3.0','3.0','4.0','4.0','1.0','2.0','2.0','2.0','1.0','3.0','4.0','4.0','4.0','1','2.0','2.0','1.0'
221,'2','1','Centre-right','4','4','3','3','1','1','1','2','3','7.0','7.0','6.0','1.0','6.0','3.0','3.0','7.0','4','4','4','1','2.0','2.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','1','1.0','3.0','3.0'
1447,'4','11','Centre-left','2','2','2','3','2','2','2','3','2','6.0','5.0','2.0','4.0','8.0','1.0','3.0','7.0','2','4','4','2','2.0','3.0','2.0','3.0','2.0','2.0','3.0','1.0','1.0','2.0','2.0','3.0','3.0','1.0','4.0','1','2.0','4.0','1.0'
2015,'4','12','Right-wing','2','2','3','2','1','2','2','2','1','8.0','8.0','7.0','3.0','5.0','4.0','1.0','8.0','4','4','4','2','3.0','3.0','3.0','3.0','3.0','4.0','3.0','1.0','3.0','2.0','1.0','3.0','1.0','1.0','3.0','1','2.0','3.0','2.0'
1525,'4','16','Centre-right','3','4','3','3','2','3','3','3','3','6.0','5.0','5.0','1.0','5.0','3.0','3.0','8.0','2','5','4','4','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','1','2.0','4.0','3.0'
47,'2','19','Green','3','3','3','3','2','3','3','2','2','7.0','7.0','1.0','8.0','6.0','3.0','3.0','7.0','4','4','4','4','3.0','3.0','3.0','3.0','3.0','3.0','4.0','3.0','3.0','2.0','2.0','3.0','2.0','2.0','3.0','1','2.0','2.0','1.0'
1870,'4','16','Green','2','2','2','2','2','2','2','2','2','5.0','5.0','2.0','1.0','7.0','2.0','1.0','9.0','2','4','2','4','4.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','2.0','2.0','2.0','2.0','2.0','3.0','1','2.0','3.0','1.0'
2190,'2','4','Centre-left','3','3','3','3','3','3','2','4','3','7.0','6.0','4.0','6.0','8.0','5.0','2.0','7.0','4','4','4','2','3.0','3.0','3.0','4.0','2.0','3.0','3.0','2.0','2.0','3.0','2.0','3.0','2.0','2.0','4.0','1','1.0','1.0','2.0'
954,'4','16','-98','4','3','4','4','3','2','4','3','3','9.0','7.0','1.0','1.0','5.0','1.0','1.0','10.0','1','4','2','1','2.0','1.0','2.0','2.0','1.0','2.0','1.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','1','1.0','4.0','1.0'
785,'4','20','Centre-right','2','1','2','2','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','5.0','1','2','2','1','1.0','3.0','3.0','3.0','1.0','2.0','1.0','2.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','1','2.0','4.0','1.0'
157,'2','16','Centre-right','2','1','4','3','2','1','3','2','2','5.0','4.0','4.0','1.0','4.0','4.0','4.0','8.0','2','4','4','4','1.0','2.0','2.0','3.0','2.0','2.0','2.0','3.0','3.0','4.0','2.0','3.0','3.0','3.0','3.0','1','1.0','4.0','2.0'
1371,'2','11','Centre-right','2','4','4','3','4','4','4','4','4','9.0','8.0','5.0','3.0','8.0','5.0','7.0','9.0','5','5','5','5','2.0','1.0','2.0','2.0','1.0','1.0','1.0','2.0','3.0','2.0','1.0','2.0','3.0','3.0','3.0','8','2.0','3.0','1.0'
1460,'2','16','Centre-left','3','4','3','3','2','2','3','2','2','7.0','7.0','5.0','5.0','7.0','2.0','3.0','8.0','1','2','2','4','2.0','3.0','2.0','3.0','2.0','3.0','3.0','2.0','2.0','3.0','1.0','4.0','2.0','2.0','3.0','1','2.0','3.0','2.0'
941,'4','36','Centre-right','5','4','4','5','2','1','2','2','1','8.0','6.0','8.0','9.0','5.0','4.0','4.0','9.0','2','4','2','2','3.0','3.0','4.0','3.0','3.0','4.0','3.0','3.0','3.0','4.0','2.0','3.0','3.0','4.0','3.0','1','1.0','2.0','1.0'
621,'5','11','-99','1','1','1','1','1','1','1','1','1','5.0','3.0','5.0','1.0','6.0','1.0','1.0','6.0','2','4','4','1','1.0','1.0','3.0','2.0','1.0','-98.0','1.0','1.0','1.0','3.0','1.0','2.0','2.0','3.0','3.0','8','2.0','4.0','1.0'
382,'4','11','Centre-left','3','3','3','4','3','3','2','3','1','8.0','5.0','5.0','3.0','8.0','7.0','4.0','10.0','2','4','4','4','3.0','3.0','3.0','3.0','2.0','3.0','3.0','2.0','3.0','2.0','2.0','3.0','2.0','2.0','3.0','8','2.0','4.0','1.0'
1154,'4','35','Green','1','2','2','2','3','2','1','3','2','7.0','7.0','7.0','1.0','7.0','8.0','4.0','8.0','2','4','4','4','3.0','3.0','4.0','4.0','2.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','2.0','1.0','4.0','8','2.0','3.0','1.0'
1081,'4','16','Green','5','5','1','1','1','1','1','1','1','8.0','8.0','3.0','3.0','8.0','3.0','7.0','8.0','2','4','4','4','4.0','4.0','2.0','4.0','3.0','4.0','4.0','1.0','1.0','1.0','1.0','4.0','1.0','1.0','4.0','1','1.0','4.0','1.0'
1517,'5','16','Green','2','2','2','2','1','1','2','2','2','3.0','7.0','3.0','2.0','5.0','3.0','2.0','8.0','4','4','4','2','2.0','2.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','2.0','3.0','8','1.0','4.0','1.0'
268,'4','96','Centre-left','3','3','3','5','2','2','2','2','1','5.0','5.0','1.0','1.0','5.0','2.0','1.0','7.0','1','4','2','2','2.0','2.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','2.0','3.0','8','1.0','4.0','1.0'
530,'4','4','Centre-left','2','2','2','2','1','1','1','2','2','3.0','7.0','7.0','2.0','5.0','3.0','2.0','3.0','5','5','5','5','2.0','1.0','2.0','2.0','1.0','2.0','2.0','1.0','3.0','3.0','1.0','4.0','1.0','1.0','3.0','1','1.0','4.0','2.0'
1202,'4','-98','Green','2','3','1','2','1','1','1','2','1','4.0','3.0','1.0','1.0','3.0','1.0','1.0','6.0','2','2','2','2','3.0','2.0','2.0','4.0','2.0','4.0','3.0','2.0','3.0','1.0','1.0','3.0','3.0','3.0','3.0','1','2.0','3.0','1.0'
1639,'4','20','Centre-left','3','3','4','3','3','4','3','3','2','8.0','8.0','5.0','6.0','8.0','6.0','7.0','9.0','5','5','5','5','4.0','4.0','3.0','4.0','4.0','4.0','3.0','3.0','3.0','2.0','2.0','3.0','4.0','4.0','3.0','1','2.0','2.0','1.0'
490,'4','16','Centre-left','2','2','2','2','2','1','2','2','2','5.0','3.0','3.0','4.0','8.0','5.0','4.0','9.0','4','4','2','2','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','2.0','2.0','3.0','1','1.0','4.0','1.0'
459,'5','11','Other','4','1','3','3','1','2','3','3','3','8.0','5.0','5.0','5.0','10.0','5.0','5.0','8.0','5','5','5','5','1.0','3.0','4.0','4.0','2.0','3.0','3.0','2.0','3.0','2.0','2.0','3.0','2.0','3.0','3.0','1','2.0','4.0','2.0'
827,'2','16','Green','2','2','2','2','2','2','3','2','1','8.0','6.0','8.0','1.0','7.0','2.0','1.0','8.0','4','5','4','4','-98.0','-98.0','-98.0','-98.0','-98.0','3.0','-98.0','2.0','-98.0','3.0','3.0','2.0','2.0','2.0','3.0','1','2.0','2.0','2.0'
927,'2','11','Green','1','1','2','2','1','1','1','1','1','3.0','4.0','1.0','1.0','3.0','2.0','2.0','3.0','2','2','4','1','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','1','2.0','4.0','2.0'
970,'4','11','Centre-left','2','1','1','2','1','1','1','3','1','4.0','3.0','1.0','1.0','9.0','1.0','5.0','9.0','1','2','1','1','2.0','2.0','2.0','3.0','2.0','2.0','2.0','1.0','1.0','3.0','1.0','3.0','3.0','3.0','4.0','1','1.0','4.0','1.0'
2542,'5','11','Centre-left','3','3','2','2','3','3','2','3','2','5.0','4.0','2.0','2.0','7.0','4.0','3.0','8.0','2','2','4','2','-98.0','2.0','2.0','3.0','2.0','3.0','3.0','-98.0','-98.0','-98.0','2.0','3.0','3.0','3.0','3.0','1','2.0','4.0','1.0'
7,'5','16','Centre-left','5','1','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','3.0','1.0','1.0','1.0','5','5','5','5','4.0','1.0','1.0','3.0','1.0','3.0','3.0','1.0','1.0','1.0','1.0','3.0','3.0','1.0','1.0','1','2.0','4.0','3.0'
865,'4','96','Right-wing','2','2','2','2','1','1','2','1','1','5.0','5.0','5.0','2.0','5.0','3.0','2.0','5.0','2','5','5','1','2.0','2.0','2.0','2.0','2.0','3.0','2.0','2.0','2.0','3.0','2.0','3.0','3.0','2.0','3.0','1','2.0','4.0','3.0'
1201,'4','11','Green','3','1','2','3','4','4','3','3','2','7.0','5.0','5.0','3.0','7.0','5.0','3.0','9.0','4','4','4','4','4.0','3.0','3.0','4.0','4.0','4.0','4.0','3.0','3.0','3.0','2.0','3.0','3.0','2.0','3.0','1','1.0','3.0','1.0'
616,'4','-98','Centre-left','3','2','2','3','2','2','2','2','2','6.0','6.0','6.0','4.0','6.0','3.0','6.0','8.0','4','4','4','2','2.0','2.0','2.0','3.0','2.0','3.0','1.0','2.0','2.0','3.0','2.0','3.0','3.0','2.0','3.0','1','2.0','1.0','1.0'
1826,'4','16','Centre-left','4','1','4','2','1','2','2','3','2','5.0','5.0','5.0','1.0','7.0','4.0','6.0','6.0','2','4','2','2','2.0','3.0','2.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','1','2.0','3.0','1.0'
847,'1','1','Centre-left','2','4','3','2','2','2','3','3','3','7.0','7.0','7.0','6.0','7.0','6.0','7.0','7.0','2','4','4','4','3.0','2.0','2.0','3.0','2.0','3.0','3.0','2.0','1.0','2.0','2.0','3.0','3.0','3.0','3.0','1','1.0','3.0','1.0'
14,'2','19','Centre-right','2','2','4','2','1','2','3','3','2','5.0','7.0','3.0','1.0','3.0','6.0','5.0','8.0','1','4','4','-98','2.0','2.0','2.0','2.0','2.0','3.0','-98.0','1.0','2.0','1.0','1.0','3.0','2.0','2.0','4.0','1','2.0','4.0','3.0'
1995,'2','16','Green','4','2','3','2','2','2','2','2','1','4.0','5.0','10.0','1.0','5.0','5.0','5.0','10.0','2','1','2','2','1.0','2.0','2.0','2.0','2.0','2.0','1.0','3.0','2.0','3.0','1.0','3.0','3.0','3.0','3.0','1','2.0','2.0','2.0'
646,'4','-98','-99','3','2','2','3','1','1','2','1','1','5.0','5.0','5.0','2.0','4.0','3.0','3.0','5.0','2','4','4','2','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','1','2.0','3.0','3.0'
2336,'2','11','Centre-left','3','3','3','3','4','3','4','4','4','9.0','8.0','7.0','3.0','9.0','7.0','8.0','9.0','4','5','4','2','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','1','1.0','3.0','1.0'
720,'2','13','Centre-left','5','5','5','5','2','1','3','3','2','5.0','6.0','8.0','5.0','9.0','7.0','8.0','5.0','5','2','2','4','2.0','1.0','2.0','3.0','1.0','3.0','2.0','3.0','4.0','4.0','2.0','2.0','3.0','3.0','2.0','1','1.0','2.0','1.0'
1251,'2','34','Centre-right','2','2','2','2','2','2','2','2','2','7.0','5.0','7.0','5.0','5.0','5.0','5.0','6.0','2','2','4','2','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','1','2.0','2.0','3.0'
1721,'4','11','Green','3','3','3','3','3','3','3','3','3','7.0','7.0','5.0','7.0','7.0','5.0','7.0','7.0','4','4','4','4','2.0','2.0','3.0','3.0','1.0','2.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','1','2.0','4.0','2.0'
67,'4','36','Other','4','4','3','3','2','4','2','4','2','6.0','6.0','3.0','1.0','4.0','1.0','1.0','5.0','2','5','2','5','2.0','2.0','2.0','2.0','1.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','3.0','3.0','1','2.0','4.0','1.0'
1292,'4','16','Centre-right','4','2','4','2','2','1','3','3','2','6.0','7.0','5.0','4.0','7.0','5.0','4.0','7.0','2','4','4','4','1.0','1.0','1.0','1.0','1.0','3.0','1.0','2.0','2.0','2.0','3.0','3.0','3.0','3.0','3.0','1','1.0','4.0','3.0'
409,'4','11','Green','4','2','2','3','2','2','1','3','1','3.0','2.0','4.0','2.0','5.0','2.0','1.0','9.0','4','4','4','1','4.0','4.0','3.0','3.0','3.0','3.0','3.0','4.0','4.0','2.0','2.0','4.0','1.0','1.0','1.0','1','2.0','3.0','1.0'
796,'2','13','Centre-right','4','4','4','3','2','2','3','1','2','9.0','7.0','9.0','4.0','9.0','9.0','6.0','10.0','4','4','4','2','1.0','1.0','1.0','2.0','1.0','1.0','1.0','2.0','2.0','2.0','2.0','3.0','3.0','3.0','3.0','1','1.0','4.0','2.0'
252,'2','13','Centre-right','4','2','3','3','2','1','1','1','1','5.0','5.0','5.0','1.0','9.0','7.0','3.0','9.0','1','2','2','2','3.0','3.0','3.0','3.0','3.0','4.0','3.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','3.0','1','1.0','4.0','3.0'
1852,'4','11','Centre-left','2','2','2','2','1','2','1','3','1','4.0','5.0','3.0','2.0','5.0','3.0','4.0','6.0','4','1','2','2','4.0','4.0','3.0','4.0','4.0','4.0','4.0','1.0','2.0','1.0','2.0','3.0','1.0','1.0','3.0','1','1.0','2.0','1.0'
1944,'4','16','Centre-right','3','2','3','2','2','2','2','3','2','4.0','4.0','4.0','4.0','5.0','4.0','4.0','6.0','2','4','4','2','-98.0','2.0','3.0','3.0','2.0','3.0','2.0','-98.0','2.0','2.0','2.0','-98.0','3.0','3.0','3.0','1','2.0','4.0','3.0'
1500,'4','13','Centre-right','3','2','2','2','1','1','2','1','1','6.0','3.0','3.0','1.0','1.0','1.0','1.0','6.0','1','2','2','1','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','1','1.0','4.0','3.0'
147,'4','16','Green','5','5','3','5','1','1','1','1','1','5.0','4.0','2.0','1.0','3.0','2.0','1.0','8.0','2','1','4','1','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','2.0','2.0','3.0','1','2.0','4.0','2.0'
1493,'4','6','Independent','3','2','2','3','2','1','2','2','2','5.0','5.0','2.0','2.0','5.0','1.0','2.0','7.0','1','1','2','2','3.0','3.0','3.0','3.0','2.0','2.0','3.0','2.0','3.0','2.0','2.0','3.0','3.0','2.0','3.0','1','1.0','4.0','2.0'
708,'4','20','Centre-left','2','2','2','2','3','3','2','3','2','6.0','5.0','1.0','5.0','7.0','5.0','5.0','8.0','4','4','4','4','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','2.0','2.0','2.0','3.0','2.0','2.0','3.0','1','1.0','4.0','1.0'
936,'4','11','Centre-left','4','2','4','3','2','2','3','3','2','7.0','5.0','7.0','1.0','6.0','5.0','6.0','9.0','2','2','2','2','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','1','1.0','4.0','1.0'
266,'2','13','Centre-right','4','4','4','4','1','1','1','1','1','5.0','7.0','5.0','3.0','5.0','4.0','4.0','7.0','2','2','2','2','2.0','2.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','4.0','4.0','3.0','4.0','3.0','1','1.0','3.0','1.0'
2036,'5','96','Right-wing','2','1','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','2.0','2.0','4','4','5','2','2.0','2.0','1.0','2.0','1.0','2.0','2.0','1.0','1.0','3.0','1.0','4.0','-98.0','-98.0','4.0','1','2.0','2.0','1.0'
988,'2','96','Green','2','2','3','3','2','2','1','3','3','5.0','7.0','7.0','1.0','8.0','5.0','1.0','10.0','2','5','5','4','3.0','3.0','1.0','4.0','2.0','3.0','3.0','1.0','1.0','2.0','1.0','3.0','2.0','2.0','1.0','1','2.0','4.0','1.0'
519,'2','12','Centre-right','4','4','4','3','3','2','3','3','2','7.0','8.0','7.0','4.0','7.0','7.0','6.0','9.0','4','4','4','2','2.0','2.0','3.0','3.0','2.0','2.0','3.0','2.0','3.0','3.0','4.0','3.0','3.0','3.0','4.0','1','1.0','2.0','1.0'
2016,'2','-98','Centre-right','3','3','3','3','2','1','1','2','1','5.0','5.0','5.0','3.0','5.0','5.0','3.0','5.0','2','4','4','1','-98.0','2.0','-98.0','-98.0','-98.0','-98.0','-98.0','-98.0','-98.0','-98.0','2.0','-98.0','-98.0','-98.0','-98.0','1','2.0','3.0','1.0'
2152,'1','37','Right-wing','2','2','2','2','1','1','1','1','1','2.0','4.0','2.0','1.0','1.0','1.0','2.0','3.0','2','2','2','1','1.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','4.0','4.0','1','2.0','3.0','2.0'
1028,'4','20','Centre-left','3','2','3','3','4','2','4','4','2','7.0','7.0','6.0','4.0','7.0','6.0','5.0','8.0','4','4','5','4','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','3.0','2.0','2.0','3.0','2.0','2.0','3.0','1','2.0','4.0','1.0'
561,'2','13','Centre-right','4','4','4','4','3','3','4','2','3','7.0','6.0','7.0','4.0','2.0','4.0','6.0','7.0','2','5','2','2','3.0','3.0','4.0','3.0','2.0','3.0','4.0','3.0','1.0','3.0','2.0','3.0','3.0','3.0','3.0','1','1.0','3.0','3.0'
1796,'2','16','Green','5','2','2','2','2','2','2','3','2','6.0','6.0','5.0','3.0','7.0','4.0','5.0','6.0','4','4','4','2','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','2.0','2.0','3.0','2.0','3.0','3.0','1','1.0','4.0','1.0'
566,'4','-99','Centre-left','4','4','2','1','1','1','3','1','1','7.0','3.0','2.0','2.0','6.0','2.0','5.0','8.0','1','1','1','1','3.0','4.0','3.0','3.0','3.0','4.0','4.0','3.0','4.0','3.0','3.0','3.0','3.0','2.0','3.0','1','2.0','3.0','3.0'
1340,'4','13','Green','1','2','2','2','1','1','2','2','1','3.0','3.0','3.0','1.0','4.0','2.0','3.0','5.0','2','2','2','2','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','1.0','1.0','2.0','2.0','2.0','2.0','2.0','1','2.0','3.0','3.0'
1130,'5','11','Independent','5','5','2','2','2','2','3','4','3','5.0','2.0','2.0','5.0','5.0','10.0','1.0','5.0','5','4','4','5','3.0','4.0','3.0','4.0','3.0','4.0','3.0','2.0','3.0','3.0','1.0','4.0','3.0','3.0','4.0','1','1.0','2.0','3.0'
596,'2','16','Centre-right','3','5','4','3','2','1','1','2','2','10.0','8.0','9.0','2.0','6.0','8.0','3.0','10.0','2','4','2','2','1.0','1.0','1.0','1.0','1.0','1.0','1.0','4.0','4.0','4.0','3.0','3.0','4.0','4.0','3.0','1','1.0','4.0','1.0'
1473,'5','11','Green','3','1','3','1','3','1','1','3','3','6.0','2.0','2.0','2.0','4.0','5.0','2.0','8.0','2','4','4','1','2.0','2.0','3.0','4.0','2.0','2.0','2.0','2.0','2.0','1.0','1.0','3.0','2.0','3.0','3.0','1','2.0','2.0','1.0'
1406,'1','1','Centre-left','5','5','1','1','1','1','1','2','1','2.0','2.0','5.0','1.0','10.0','1.0','1.0','10.0','4','4','5','2','4.0','4.0','4.0','4.0','4.0','4.0','4.0','1.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2','2.0','2.0','3.0'
1127,'5','1','Centre-right','5','5','4','4','3','2','3','2','1','8.0','3.0','7.0','1.0','5.0','5.0','7.0','7.0','5','4','5','5','4.0','4.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','1.0','3.0','3.0','3.0','3.0','2','1.0','4.0','2.0'
1593,'2','5','Centre-right','3','4','4','4','1','2','2','2','2','6.0','7.0','6.0','2.0','7.0','4.0','2.0','8.0','1','2','2','2','4.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','2','2.0','3.0','2.0'
818,'4','4','No-party','4','3','2','4','1','1','1','1','1','4.0','3.0','3.0','3.0','6.0','3.0','4.0','8.0','2','4','2','2','3.0','3.0','3.0','4.0','4.0','4.0','4.0','3.0','3.0','2.0','2.0','3.0','2.0','3.0','4.0','2','2.0','3.0','1.0'
2259,'4','5','Centre-right','3','3','3','3','2','3','3','3','2','6.0','5.0','5.0','4.0','5.0','5.0','4.0','6.0','4','4','4','4','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','2.0','3.0','3.0','2','2.0','4.0','1.0'
1317,'2','1','Centre-right','4','4','3','3','1','1','1','1','1','3.0','3.0','1.0','1.0','2.0','1.0','1.0','8.0','1','2','4','2','3.0','3.0','2.0','3.0','2.0','3.0','3.0','2.0','2.0','2.0','2.0','3.0','3.0','2.0','3.0','2','1.0','4.0','3.0'
1176,'4','36','Green','4','2','4','3','2','2','4','4','1','6.0','7.0','7.0','3.0','7.0','4.0','3.0','8.0','5','5','4','4','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','1.0','3.0','3.0','3.0','3.0','2','1.0','2.0','1.0'
2177,'4','16','Centre-left','4','4','5','4','2','2','2','2','2','7.0','6.0','2.0','4.0','7.0','5.0','5.0','8.0','2','2','2','2','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','2','2.0','3.0','1.0'
309,'5','11','Green','2','2','2','2','1','2','1','3','1','8.0','8.0','6.0','7.0','9.0','5.0','8.0','10.0','4','1','2','4','2.0','2.0','2.0','2.0','2.0','2.0','1.0','3.0','3.0','3.0','1.0','3.0','3.0','3.0','4.0','2','2.0','4.0','1.0'
960,'4','13','Swing','2','2','1','1','1','1','1','1','1','1.0','1.0','2.0','3.0','3.0','1.0','4.0','5.0','1','4','2','1','2.0','3.0','1.0','3.0','2.0','2.0','3.0','1.0','1.0','3.0','1.0','4.0','2.0','2.0','4.0','2','2.0','3.0','1.0'
1278,'3','16','Centre','2','2','4','2','1','1','3','4','3','8.0','8.0','7.0','1.0','8.0','8.0','3.0','8.0','2','2','2','4','-98.0','-98.0','-98.0','3.0','-98.0','4.0','3.0','2.0','2.0','2.0','-98.0','3.0','2.0','3.0','3.0','2','1.0','2.0','2.0'
1602,'4','36','Centre-right','2','2','2','2','2','2','3','2','2','6.0','6.0','5.0','1.0','3.0','4.0','2.0','5.0','4','5','4','4','2.0','2.0','2.0','3.0','2.0','3.0','2.0','2.0','2.0','3.0','2.0','3.0','1.0','3.0','3.0','2','1.0','4.0','3.0'
1046,'5','20','-98','4','4','3','2','1','1','1','1','1','1.0','3.0','5.0','2.0','7.0','2.0','2.0','5.0','1','2','2','2','2.0','2.0','2.0','3.0','1.0','3.0','3.0','3.0','2.0','3.0','1.0','4.0','3.0','4.0','4.0','2','2.0','2.0','1.0'
2125,'2','11','Centre-right','4','3','2','4','2','2','3','4','3','9.0','9.0','10.0','9.0','9.0','8.0','10.0','10.0','2','4','4','4','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2','2.0','3.0','3.0'
1059,'2','-98','Centre-left','4','4','4','4','3','3','3','3','3','7.0','7.0','7.0','3.0','7.0','5.0','5.0','7.0','5','5','5','5','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2','1.0','3.0','2.0'
647,'4','19','Centre-right','3','3','2','2','3','2','4','4','3','8.0','8.0','5.0','1.0','7.0','5.0','3.0','9.0','4','4','4','4','1.0','2.0','2.0','-98.0','1.0','1.0','1.0','-98.0','-98.0','3.0','2.0','3.0','3.0','3.0','3.0','2','2.0','4.0','3.0'
1325,'2','11','Centre-left','3','2','3','3','2','2','3','3','2','7.0','8.0','7.0','3.0','7.0','7.0','4.0','8.0','2','4','4','4','3.0','3.0','3.0','4.0','3.0','3.0','3.0','3.0','3.0','4.0','3.0','3.0','4.0','4.0','4.0','6','1.0','2.0','1.0'
1049,'4','13','Centre-left','4','4','2','3','3','2','1','2','1','5.0','5.0','1.0','1.0','5.0','1.0','2.0','7.0','4','4','2','2','2.0','3.0','1.0','3.0','1.0','2.0','2.0','2.0','1.0','2.0','1.0','3.0','3.0','3.0','4.0','6','2.0','3.0','2.0'
1867,'4','11','Centre-left','2','1','1','3','3','2','3','4','2','5.0','6.0','7.0','3.0','7.0','5.0','2.0','8.0','1','4','4','2','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','2.0','2.0','3.0','6','1.0','2.0','1.0'
2535,'1','20','Centre-right','1','1','3','5','2','1','1','1','1','6.0','5.0','9.0','1.0','4.0','1.0','4.0','8.0','2','4','5','4','4.0','3.0','3.0','3.0','2.0','2.0','1.0','2.0','3.0','3.0','1.0','4.0','2.0','3.0','3.0','6','2.0','3.0','2.0'
1051,'4','16','Centre-right','5','5','2','1','2','1','3','2','1','8.0','7.0','8.0','1.0','6.0','5.0','1.0','7.0','5','5','5','4','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','2.0','2.0','2.0','3.0','2.0','4.0','4.0','2','2.0','4.0','3.0'
