srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q11,Q12,Q14,Q15,p_state,p_gender_sdc,p_age_group_sdc,p_education_sdc
275,'2','11','Centre-right','2','2','2','2','1','1','3','1','2','3.0','3.0','2.0','1.0','2.0','3.0','1.0','4.0','4','4','4','1','3.0','1.0','3.0','2.0','1','2.0','4.0','1.0'
1180,'2','-99','Centre-left','-99','4','3','4','3','3','3','3','2','2.0','2.0','2.0','2.0','3.0','2.0','2.0','2.0','4','4','4','4','2.0','4.0','4.0','3.0','1','2.0','3.0','3.0'
1600,'2','19','Centre-left','4','2','2','2','1','1','1','1','1','4.0','5.0','5.0','1.0','5.0','4.0','3.0','7.0','4','1','1','1','1.0','2.0','2.0','1.0','1','2.0','4.0','2.0'
840,'4','16','Centre-left','3','2','2','2','1','2','2','1','1','7.0','3.0','8.0','3.0','8.0','4.0','8.0','8.0','2','2','4','1','3.0','2.0','2.0','3.0','1','1.0','4.0','2.0'
1604,'2','13','Centre-left','5','5','2','5','1','1','1','2','1','6.0','6.0','8.0','2.0','6.0','6.0','5.0','6.0','4','4','4','4','1.0','1.0','3.0','3.0','1','2.0','4.0','3.0'
1789,'4','11','Green','4','3','3','3','2','2','2','2','1','5.0','5.0','5.0','1.0','8.0','5.0','2.0','5.0','4','4','4','2','3.0','3.0','3.0','3.0','1','2.0','3.0','3.0'
780,'2','16','Independent','2','3','2','2','2','2','1','3','2','6.0','6.0','6.0','1.0','6.0','1.0','1.0','8.0','2','4','4','2','1.0','2.0','3.0','-98.0','1','2.0','4.0','3.0'
859,'2','28','Independent','4','4','4','3','4','3','3','3','3','9.0','8.0','5.0','3.0','8.0','7.0','6.0','9.0','4','4','4','4','1.0','2.0','3.0','3.0','1','2.0','2.0','1.0'
733,'2','4','Centre-right','4','4','4','4','2','2','2','3','2','7.0','7.0','6.0','7.0','7.0','7.0','7.0','7.0','2','4','2','4','2.0','3.0','2.0','3.0','1','1.0','2.0','1.0'
2607,'2','16','Centre-right','3','3','3','2','2','2','2','2','1','7.0','7.0','6.0','6.0','8.0','6.0','6.0','7.0','2','4','4','1','1.0','2.0','3.0','2.0','1','2.0','4.0','3.0'
977,'4','11','Centre-left','3','2','3','2','2','2','1','2','1','2.0','2.0','1.0','1.0','3.0','1.0','2.0','5.0','5','5','5','1','1.0','1.0','2.0','3.0','1','2.0','4.0','1.0'
466,'4','13','Centre-right','4','4','5','2','3','2','3','3','1','5.0','5.0','2.0','2.0','8.0','3.0','7.0','2.0','2','4','4','2','2.0','2.0','2.0','3.0','1','2.0','4.0','3.0'
1271,'4','11','Independent','5','2','2','5','1','1','1','3','1','4.0','7.0','7.0','3.0','9.0','3.0','3.0','9.0','2','2','2','2','3.0','2.0','4.0','2.0','1','2.0','2.0','1.0'
656,'2','19','Centre-left','1','1','2','1','1','1','2','2','1','3.0','4.0','3.0','1.0','5.0','3.0','1.0','1.0','4','4','4','1','1.0','3.0','1.0','3.0','2','1.0','4.0','1.0'
1324,'1','1','Centre-right','5','4','5','5','1','1','3','1','3','10.0','4.0','4.0','4.0','8.0','6.0','4.0','5.0','4','5','4','2','2.0','1.0','2.0','3.0','2','1.0','4.0','3.0'
2468,'2','5','Centre-left','5','4','4','4','1','1','2','2','2','6.0','6.0','7.0','1.0','5.0','6.0','7.0','8.0','4','4','4','2','2.0','2.0','4.0','1.0','6','2.0','4.0','3.0'
4,'5','29','Centre-right','2','2','4','4','4','3','4','4','3','9.0','7.0','9.0','2.0','7.0','9.0','2.0','9.0','5','5','5','5','2.0','1.0','4.0','1.0','2','2.0','3.0','1.0'
2384,'4','28','Centre-left','3','1','2','2','1','1','2','3','1','3.0','3.0','3.0','2.0','3.0','1.0','1.0','3.0','1','1','2','2','3.0','2.0','3.0','2.0','2','1.0','4.0','2.0'
772,'5','16','Other','1','1','1','1','1','1','1','3','1','1.0','2.0','1.0','1.0','3.0','1.0','1.0','3.0','2','4','2','2','3.0','3.0','3.0','2.0','2','2.0','3.0','1.0'
2267,'2','17','Centre-left','4','4','4','2','2','1','2','2','1','7.0','7.0','5.0','4.0','7.0','4.0','7.0','8.0','2','4','2','2','3.0','2.0','3.0','3.0','2','1.0','3.0','2.0'
137,'2','11','Green','-98','3','3','-98','3','1','3','2','2','8.0','7.0','5.0','1.0','6.0','6.0','5.0','5.0','4','5','5','4','3.0','4.0','3.0','1.0','2','2.0','4.0','1.0'
1858,'4','16','Centre-left','1','1','1','1','1','1','1','2','1','1.0','1.0','3.0','1.0','7.0','1.0','1.0','3.0','4','2','5','1','1.0','3.0','2.0','2.0','2','2.0','4.0','3.0'
1019,'1','1','Centre-left','4','4','3','3','3','2','1','4','2','6.0','6.0','6.0','3.0','7.0','5.0','2.0','8.0','4','4','4','4','2.0','2.0','2.0','3.0','3','1.0','4.0','3.0'
1226,'4','29','Centre-left','1','1','2','3','2','1','1','1','1','8.0','7.0','7.0','4.0','9.0','5.0','7.0','9.0','2','2','4','1','3.0','1.0','3.0','1.0','3','1.0','4.0','1.0'
128,'2','11','Centre-right','3','3','3','3','3','3','3','3','3','8.0','7.0','8.0','2.0','7.0','3.0','4.0','8.0','2','4','4','4','3.0','4.0','4.0','2.0','3','2.0','3.0','1.0'
1061,'4','16','Centre-right','3','2','3','2','1','1','2','2','1','7.0','6.0','8.0','1.0','6.0','3.0','4.0','9.0','2','2','1','1','2.0','2.0','2.0','3.0','3','1.0','3.0','2.0'
452,'2','5','Centre-right','3','3','4','2','1','2','3','2','1','8.0','7.0','8.0','1.0','7.0','6.0','3.0','7.0','2','4','2','2','2.0','2.0','4.0','2.0','3','1.0','4.0','3.0'
320,'2','16','Centre-right','3','3','4','4','2','2','4','3','2','8.0','8.0','8.0','5.0','5.0','7.0','8.0','9.0','2','5','5','1','2.0','4.0','2.0','3.0','3','2.0','4.0','1.0'
1070,'4','16','Centre-right','5','4','4','4','2','2','3','3','2','5.0','5.0','7.0','3.0','6.0','5.0','4.0','5.0','2','4','4','1','2.0','2.0','3.0','3.0','3','1.0','4.0','3.0'
2034,'4','1','Centre-right','1','1','3','3','2','2','3','2','1','6.0','8.0','8.0','1.0','7.0','3.0','3.0','7.0','2','2','1','4','2.0','2.0','3.0','3.0','3','2.0','3.0','2.0'
1069,'2','1','Centre-right','3','3','3','3','2','2','2','4','2','7.0','7.0','7.0','2.0','8.0','2.0','4.0','8.0','4','4','4','4','2.0','2.0','2.0','3.0','3','2.0','3.0','2.0'
64,'4','13','Centre-left','5','5','1','5','1','1','1','1','1','4.0','4.0','3.0','3.0','6.0','5.0','4.0','5.0','4','5','4','1','1.0','4.0','4.0','3.0','4','2.0','4.0','1.0'
721,'2','6','Centre-right','5','5','3','2','2','1','1','2','2','6.0','6.0','7.0','5.0','5.0','7.0','7.0','8.0','4','4','2','1','3.0','2.0','3.0','2.0','4','2.0','2.0','1.0'
1846,'2','11','Centre-right','4','2','4','2','2','2','3','2','2','7.0','7.0','5.0','5.0','9.0','1.0','7.0','9.0','4','2','4','2','2.0','2.0','3.0','3.0','4','2.0','2.0','1.0'
1246,'4','-98','-98','4','4','4','2','1','1','2','2','2','5.0','5.0','5.0','1.0','5.0','5.0','1.0','5.0','2','4','4','2','3.0','1.0','3.0','1.0','4','2.0','2.0','2.0'
33,'2','13','Centre-left','4','5','4','4','1','2','2','1','2','6.0','6.0','7.0','3.0','4.0','4.0','6.0','8.0','4','4','2','2','3.0','2.0','1.0','3.0','4','1.0','3.0','2.0'
249,'2','17','Centre-right','4','3','3','3','3','4','3','3','4','8.0','7.0','7.0','3.0','8.0','8.0','7.0','8.0','2','2','2','2','2.0','2.0','3.0','3.0','5','2.0','4.0','3.0'
863,'2','19','Centre-left','3','3','2','2','2','2','2','2','2','4.0','4.0','5.0','1.0','1.0','3.0','4.0','6.0','2','2','2','2','1.0','2.0','4.0','1.0','5','1.0','3.0','1.0'
304,'2','13','Centre-right','2','2','1','1','1','1','1','1','1','3.0','1.0','7.0','1.0','5.0','3.0','4.0','3.0','4','5','4','1','2.0','2.0','3.0','2.0','5','1.0','2.0','2.0'
1986,'2','16','Centre-left','3','3','4','2','3','2','3','4','3','7.0','7.0','7.0','1.0','8.0','5.0','2.0','8.0','2','2','2','2','2.0','2.0','3.0','3.0','3','1.0','3.0','1.0'
51,'2','1','-98','4','4','4','4','2','2','2','2','1','7.0','8.0','7.0','4.0','8.0','5.0','4.0','9.0','2','4','2','2','2.0','3.0','3.0','3.0','3','2.0','2.0','1.0'
1768,'4','16','Green','4','2','4','4','3','3','4','3','2','9.0','9.0','3.0','2.0','5.0','7.0','4.0','9.0','5','5','5','5','2.0','1.0','4.0','3.0','1','1.0','3.0','1.0'
1969,'2','96','Green','3','3','3','2','2','2','2','3','1','5.0','6.0','6.0','4.0','6.0','4.0','4.0','6.0','1','4','2','4','2.0','2.0','3.0','3.0','4','1.0','2.0','2.0'
1266,'2','5','Centre-left','5','5','4','4','1','2','3','3','4','10.0','10.0','10.0','10.0','8.0','7.0','10.0','10.0','4','2','2','2','2.0','2.0','3.0','3.0','5','2.0','2.0','3.0'
1849,'4','16','Centre-right','3','2','2','2','3','1','4','4','2','7.0','7.0','7.0','1.0','9.0','2.0','1.0','9.0','2','2','4','1','2.0','3.0','3.0','1.0','5','2.0','2.0','3.0'
1193,'2','1','Centre-right','2','5','4','4','1','1','2','2','1','8.0','7.0','4.0','1.0','7.0','3.0','1.0','8.0','2','4','4','2','1.0','3.0','2.0','3.0','5','2.0','2.0','1.0'
112,'4','20','Green','1','1','2','2','1','1','2','4','1','1.0','3.0','1.0','1.0','3.0','1.0','1.0','3.0','4','4','4','2','1.0','3.0','1.0','2.0','2','1.0','2.0','1.0'
1707,'5','1','Centre-right','4','3','4','3','2','2','1','2','2','9.0','1.0','9.0','7.0','9.0','5.0','6.0','5.0','4','4','4','4','1.0','4.0','2.0','3.0','4','1.0','2.0','1.0'
625,'5','11','Centre-left','1','3','1','1','2','1','2','2','2','1.0','6.0','3.0','1.0','8.0','3.0','2.0','5.0','2','5','4','4','3.0','1.0','1.0','1.0','2','2.0','3.0','1.0'
2221,'2','13','Centre-right','5','5','4','4','1','2','3','3','2','5.0','4.0','5.0','3.0','3.0','4.0','2.0','7.0','4','4','5','4','2.0','4.0','2.0','3.0','2','1.0','4.0','3.0'
689,'5','5','Green','4','2','2','3','2','2','2','2','1','5.0','5.0','1.0','1.0','4.0','5.0','3.0','7.0','4','5','4','2','1.0','1.0','4.0','2.0','1','1.0','4.0','1.0'
1682,'2','1','Centre-right','4','4','2','2','3','1','2','2','1','7.0','7.0','8.0','1.0','5.0','9.0','6.0','8.0','4','5','4','4','2.0','2.0','2.0','3.0','3','2.0','4.0','3.0'
37,'2','1','Centre-left','4','4','3','3','1','2','2','1','1','6.0','7.0','6.0','5.0','6.0','5.0','5.0','8.0','2','2','2','1','1.0','1.0','3.0','3.0','2','2.0','2.0','2.0'
469,'2','19','Other','1','4','4','4','4','3','4','1','2','6.0','7.0','8.0','2.0','3.0','6.0','5.0','3.0','1','1','2','4','1.0','3.0','1.0','2.0','1','1.0','2.0','2.0'
974,'2','-98','Centre-left','2','3','2','2','3','2','2','3','2','6.0','6.0','7.0','5.0','7.0','1.0','4.0','8.0','4','5','5','2','3.0','2.0','2.0','3.0','1','2.0','1.0','3.0'
1730,'1','32','Centre-right','4','4','3','4','2','2','2','2','1','8.0','6.0','6.0','1.0','6.0','4.0','1.0','6.0','5','5','5','5','1.0','2.0','1.0','2.0','1','2.0','4.0','1.0'
2013,'2','16','Centre-left','2','2','2','1','2','2','2','3','1','1.0','1.0','1.0','1.0','3.0','1.0','1.0','3.0','1','2','2','1','2.0','3.0','3.0','2.0','3','1.0','3.0','1.0'
1808,'2','1','-99','4','4','3','-99','-99','-98','-99','-99','-98','7.0','7.0','5.0','5.0','6.0','5.0','5.0','7.0','3','3','3','-99','3.0','-98.0','-99.0','-98.0','8','2.0','1.0','1.0'
1933,'1','20','Centre-right','4','4','4','4','2','2','2','2','2','6.0','6.0','5.0','7.0','6.0','6.0','6.0','6.0','2','4','2','2','2.0','3.0','2.0','3.0','5','2.0','4.0','1.0'
514,'4','29','-99','2','2','2','1','2','2','1','2','2','3.0','2.0','1.0','1.0','2.0','1.0','1.0','3.0','4','5','5','2','3.0','1.0','3.0','1.0','2','1.0','3.0','2.0'
920,'4','5','Centre-left','5','3','2','5','3','2','2','3','1','3.0','4.0','9.0','4.0','3.0','2.0','7.0','5.0','2','4','2','1','1.0','3.0','2.0','3.0','1','2.0','3.0','1.0'
1300,'2','1','Centre-right','4','4','4','3','2','2','2','2','2','9.0','9.0','8.0','2.0','8.0','8.0','6.0','9.0','2','4','2','4','1.0','2.0','2.0','1.0','4','1.0','2.0','1.0'
2061,'2','96','Centre-right','2','2','2','2','2','2','3','2','2','7.0','7.0','4.0','4.0','6.0','5.0','5.0','7.0','4','4','4','2','2.0','2.0','2.0','3.0','1','2.0','4.0','3.0'
339,'5','11','Centre-right','2','2','2','4','2','2','2','2','2','6.0','6.0','7.0','4.0','7.0','5.0','5.0','8.0','2','4','2','2','2.0','2.0','3.0','3.0','2','1.0','4.0','1.0'
1163,'4','20','Green','2','2','2','2','3','3','2','3','2','7.0','7.0','1.0','2.0','8.0','1.0','1.0','8.0','2','2','4','1','1.0','2.0','3.0','2.0','2','2.0','2.0','1.0'
842,'4','11','Green','2','2','3','3','2','1','3','3','1','8.0','8.0','7.0','2.0','9.0','6.0','7.0','9.0','2','2','5','1','3.0','3.0','2.0','2.0','2','1.0','2.0','1.0'
1913,'4','11','Centre-right','4','4','4','4','3','3','3','4','3','9.0','9.0','8.0','8.0','9.0','9.0','8.0','10.0','2','4','4','4','2.0','3.0','3.0','2.0','2','1.0','3.0','1.0'
1162,'4','20','Green','2','2','2','2','1','2','1','2','1','3.0','3.0','1.0','3.0','5.0','2.0','1.0','6.0','2','2','4','2','1.0','3.0','2.0','2.0','3','1.0','2.0','3.0'
61,'4','19','Centre-right','3','2','2','2','2','2','2','2','2','4.0','4.0','4.0','1.0','4.0','2.0','2.0','4.0','4','4','5','2','1.0','4.0','1.0','3.0','3','2.0','3.0','1.0'
1911,'4','16','Centre-left','2','2','3','2','3','2','4','3','3','8.0','7.0','3.0','1.0','8.0','2.0','1.0','9.0','2','4','4','4','1.0','2.0','2.0','3.0','1','2.0','4.0','3.0'
449,'2','1','-99','4','3','3','4','2','3','4','4','2','8.0','7.0','8.0','1.0','8.0','1.0','2.0','8.0','1','2','1','2','3.0','3.0','3.0','3.0','2','2.0','2.0','1.0'
896,'2','11','Centre-right','3','3','3','3','3','2','3','3','3','6.0','6.0','5.0','2.0','5.0','2.0','2.0','7.0','2','2','4','2','2.0','2.0','4.0','2.0','3','2.0','3.0','3.0'
543,'2','36','Independent','3','3','3','4','3','3','3','2','2','8.0','7.0','6.0','4.0','7.0','4.0','5.0','7.0','2','2','2','4','2.0','2.0','3.0','2.0','1','2.0','3.0','2.0'
156,'2','13','No-party','4','4','3','4','2','2','2','3','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','2','2','4','2','2.0','2.0','2.0','2.0','2','1.0','2.0','2.0'
1387,'5','11','Centre-left','4','1','2','2','1','1','2','2','1','6.0','2.0','1.0','1.0','6.0','7.0','6.0','9.0','4','4','4','2','2.0','2.0','2.0','3.0','4','1.0','4.0','1.0'
2612,'2','13','Centre-left','4','2','3','2','2','1','2','3','1','8.0','1.0','8.0','2.0','5.0','8.0','6.0','8.0','1','1','1','1','3.0','2.0','2.0','3.0','4','1.0','3.0','2.0'
1318,'4','1','Centre-right','5','5','3','5','1','1','2','1','1','8.0','8.0','1.0','1.0','5.0','5.0','5.0','8.0','4','4','4','1','2.0','1.0','4.0','3.0','5','1.0','4.0','3.0'
1820,'2','16','Green','3','3','4','5','2','2','2','3','1','7.0','7.0','6.0','6.0','8.0','6.0','6.0','9.0','4','4','4','2','2.0','2.0','3.0','3.0','2','1.0','4.0','2.0'
846,'4','11','Green','2','2','2','2','2','2','2','4','1','2.0','3.0','1.0','1.0','4.0','1.0','2.0','4.0','4','4','4','2','3.0','2.0','2.0','3.0','2','1.0','1.0','1.0'
1354,'2','1','Green','5','5','5','5','1','1','1','1','1','5.0','5.0','5.0','1.0','1.0','1.0','1.0','5.0','4','4','2','2','2.0','1.0','3.0','1.0','2','1.0','2.0','1.0'
1654,'3','36','Centre-right','2','2','2','2','1','1','3','2','1','5.0','1.0','1.0','1.0','6.0','1.0','1.0','7.0','4','5','4','4','2.0','2.0','3.0','3.0','2','1.0','4.0','2.0'
2268,'2','32','Centre-right','3','3','3','4','1','2','3','3','2','5.0','5.0','2.0','2.0','5.0','2.0','2.0','8.0','2','4','4','2','2.0','2.0','2.0','3.0','1','2.0','3.0','2.0'
335,'4','35','Right-wing','4','4','1','4','2','1','2','3','1','9.0','9.0','8.0','7.0','9.0','8.0','6.0','9.0','5','4','2','4','2.0','3.0','3.0','3.0','5','1.0','4.0','2.0'
1899,'2','16','Centre-left','3','3','3','3','2','2','2','2','2','7.0','7.0','7.0','5.0','7.0','7.0','6.0','7.0','2','4','4','1','2.0','2.0','2.0','3.0','1','2.0','4.0','3.0'
299,'2','27','Centre-right','3','4','4','3','2','2','4','4','3','8.0','8.0','9.0','4.0','8.0','6.0','3.0','9.0','2','4','2','1','2.0','4.0','2.0','1.0','1','2.0','1.0','3.0'
166,'2','32','Green','3','1','2','2','1','1','2','3','1','5.0','5.0','2.0','1.0','7.0','1.0','3.0','7.0','2','5','4','4','1.0','3.0','3.0','3.0','4','1.0','4.0','1.0'
2154,'2','4','Green','5','5','4','5','1','1','2','1','3','10.0','10.0','10.0','7.0','10.0','10.0','10.0','10.0','5','4','4','5','2.0','2.0','3.0','3.0','2','1.0','3.0','2.0'
541,'2','16','Centre-left','2','4','2','2','2','2','2','3','1','4.0','7.0','1.0','6.0','5.0','2.0','5.0','7.0','2','4','4','2','2.0','3.0','2.0','1.0','2','1.0','1.0','3.0'
101,'2','1','Centre-left','2','1','1','1','1','1','1','2','2','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1','4','4','1','1.0','4.0','1.0','3.0','3','1.0','1.0','1.0'
525,'2','13','Centre-right','4','3','3','5','1','1','1','1','1','8.0','7.0','5.0','8.0','9.0','8.0','7.0','8.0','1','4','1','1','2.0','2.0','3.0','1.0','2','2.0','2.0','1.0'
1866,'2','11','Green','3','2','4','2','3','3','2','4','3','5.0','3.0','6.0','4.0','6.0','3.0','3.0','7.0','4','4','2','2','3.0','2.0','3.0','1.0','3','1.0','2.0','1.0'
366,'2','17','Green','2','2','2','3','1','2','2','1','1','5.0','6.0','6.0','5.0','5.0','5.0','5.0','6.0','2','4','2','1','3.0','2.0','3.0','2.0','3','2.0','2.0','1.0'
1556,'2','11','Centre-left','2','2','2','2','2','2','2','2','2','6.0','4.0','7.0','1.0','8.0','3.0','6.0','8.0','2','2','4','2','1.0','1.0','3.0','2.0','1','1.0','4.0','3.0'
892,'4','16','Centre-left','1','1','1','1','1','1','1','3','1','2.0','2.0','5.0','1.0','5.0','2.0','6.0','1.0','1','4','4','2','3.0','3.0','2.0','2.0','1','1.0','4.0','2.0'
607,'4','-98','Green','3','4','3','3','3','3','-98','3','3','3.0','2.0','6.0','1.0','5.0','3.0','1.0','5.0','4','4','5','4','2.0','3.0','3.0','-98.0','1','2.0','4.0','2.0'
1210,'2','11','Centre-left','5','2','3','5','2','2','2','3','1','6.0','6.0','6.0','2.0','6.0','4.0','3.0','9.0','2','2','2','2','1.0','2.0','1.0','3.0','1','2.0','3.0','1.0'
194,'2','32','Centre-right','2','2','2','2','1','1','2','2','2','4.0','2.0','2.0','1.0','4.0','1.0','2.0','4.0','2','5','4','2','1.0','4.0','3.0','2.0','1','1.0','3.0','1.0'
615,'2','13','Centre-right','4','4','3','4','2','3','3','3','2','9.0','8.0','5.0','7.0','6.0','7.0','6.0','7.0','5','5','4','2','2.0','2.0','2.0','3.0','1','2.0','4.0','3.0'
921,'5','11','Green','4','3','3','3','2','2','2','2','2','2.0','5.0','2.0','1.0','9.0','1.0','5.0','5.0','4','4','4','2','2.0','3.0','2.0','3.0','1','2.0','3.0','3.0'
113,'4','16','Centre-left','1','1','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','5.0','2','4','4','2','1.0','4.0','1.0','2.0','1','2.0','2.0','2.0'
2,'3','5','Swing','5','4','2','2','2','2','1','2','1','5.0','5.0','4.0','2.0','6.0','1.0','2.0','6.0','2','2','4','1','2.0','2.0','2.0','3.0','1','2.0','2.0','2.0'
1515,'4','6','No-party','4','4','1','5','1','1','2','2','2','2.0','3.0','2.0','2.0','2.0','2.0','2.0','4.0','2','4','4','2','2.0','3.0','4.0','2.0','1','2.0','3.0','1.0'
181,'4','5','Centre-left','2','1','2','2','1','1','2','2','1','4.0','4.0','4.0','2.0','4.0','2.0','3.0','3.0','4','5','4','1','1.0','3.0','3.0','3.0','1','1.0','3.0','2.0'
1205,'2','5','Centre-left','4','2','1','5','1','1','1','1','1','2.0','3.0','3.0','1.0','4.0','3.0','1.0','5.0','4','2','4','2','2.0','3.0','2.0','3.0','1','1.0','4.0','2.0'
428,'2','34','Centre-right','4','3','4','4','3','2','3','3','3','9.0','8.0','7.0','7.0','8.0','7.0','8.0','9.0','2','2','2','4','2.0','2.0','2.0','3.0','1','1.0','3.0','2.0'
1902,'4','32','Centre-left','2','1','2','1','1','2','3','2','1','5.0','4.0','2.0','2.0','7.0','3.0','1.0','5.0','2','4','4','2','3.0','2.0','3.0','3.0','1','1.0','4.0','1.0'
1514,'2','1','Centre-left','4','3','4','4','4','3','4','3','3','8.0','8.0','8.0','6.0','8.0','7.0','7.0','10.0','5','5','5','5','2.0','2.0','2.0','3.0','1','2.0','4.0','3.0'
1496,'2','13','No-party','4','3','3','3','2','3','3','3','3','4.0','3.0','3.0','3.0','3.0','4.0','2.0','3.0','4','4','4','2','3.0','1.0','2.0','3.0','1','2.0','4.0','3.0'
2025,'2','4','-98','4','4','3','3','3','3','3','3','3','9.0','8.0','7.0','4.0','7.0','7.0','7.0','7.0','4','2','2','2','3.0','1.0','4.0','-98.0','1','2.0','4.0','3.0'
1516,'4','11','Centre-left','3','2','3','2','2','2','2','2','1','4.0','4.0','5.0','2.0','5.0','5.0','3.0','5.0','1','2','4','1','1.0','2.0','2.0','1.0','1','2.0','4.0','3.0'
964,'4','16','Independent','2','2','3','2','2','1','3','3','1','4.0','4.0','2.0','2.0','6.0','2.0','3.0','6.0','4','4','4','1','1.0','2.0','2.0','2.0','2','2.0','4.0','2.0'
1742,'5','11','Green','3','3','2','1','3','3','2','4','2','7.0','6.0','7.0','3.0','8.0','6.0','5.0','8.0','2','4','4','4','2.0','3.0','2.0','3.0','1','1.0','3.0','1.0'
1134,'5','16','Right-wing','1','5','1','1','1','4','1','2','1','10.0','10.0','5.0','5.0','5.0','10.0','7.0','10.0','1','1','1','1','2.0','4.0','2.0','3.0','2','1.0','4.0','3.0'
878,'4','-98','Centre-left','5','5','5','5','1','1','2','3','1','5.0','4.0','3.0','2.0','5.0','2.0','3.0','7.0','2','4','4','2','2.0','1.0','3.0','3.0','8','2.0','4.0','1.0'
769,'4','11','Centre-left','3','2','3','3','3','2','3','4','2','5.0','5.0','5.0','1.0','10.0','1.0','1.0','8.0','4','5','5','4','3.0','1.0','4.0','3.0','8','2.0','3.0','1.0'
2069,'4','11','Centre-left','2','3','3','3','1','3','2','2','1','9.0','8.0','9.0','1.0','9.0','7.0','9.0','9.0','4','4','4','2','2.0','3.0','3.0','3.0','8','1.0','4.0','1.0'
971,'4','19','Centre-left','2','2','4','3','3','2','3','2','2','6.0','6.0','1.0','1.0','5.0','1.0','2.0','7.0','2','5','2','2','2.0','2.0','2.0','3.0','8','2.0','4.0','1.0'
938,'2','17','Centre-right','3','5','3','3','2','1','1','2','1','8.0','6.0','2.0','1.0','4.0','1.0','1.0','8.0','1','4','4','2','2.0','2.0','3.0','3.0','1','2.0','4.0','2.0'
1305,'4','19','Centre-left','2','2','2','2','1','1','2','3','1','2.0','2.0','3.0','1.0','8.0','3.0','2.0','7.0','4','4','4','2','3.0','3.0','3.0','3.0','1','2.0','4.0','2.0'
886,'2','16','Centre-left','5','5','5','5','1','1','1','2','1','10.0','8.0','10.0','10.0','7.0','10.0','7.0','10.0','1','2','2','1','2.0','2.0','2.0','3.0','1','1.0','3.0','3.0'
718,'5','11','Centre-left','2','2','3','2','2','3','2','4','2','3.0','4.0','3.0','1.0','4.0','4.0','1.0','5.0','4','4','4','4','2.0','3.0','2.0','3.0','1','1.0','4.0','2.0'
568,'4','13','Centre-right','2','1','1','2','1','1','2','1','2','4.0','4.0','8.0','2.0','5.0','1.0','8.0','7.0','2','5','4','5','2.0','2.0','3.0','3.0','1','1.0','4.0','3.0'
1757,'4','16','-98','3','2','3','3','2','1','2','3','2','7.0','7.0','5.0','2.0','2.0','6.0','5.0','10.0','4','4','4','2','2.0','1.0','-98.0','3.0','1','1.0','4.0','1.0'
1140,'4','11','Centre-right','2','2','2','1','1','2','2','3','2','4.0','4.0','3.0','1.0','3.0','1.0','4.0','4.0','4','5','5','1','1.0','1.0','4.0','1.0','1','2.0','3.0','2.0'
1861,'4','13','Centre-right','3','3','2','2','1','1','2','3','2','5.0','5.0','5.0','3.0','6.0','3.0','3.0','6.0','2','5','4','2','2.0','2.0','2.0','3.0','1','2.0','4.0','2.0'
1929,'4','13','Centre-right','4','2','4','4','2','1','2','1','2','9.0','9.0','7.0','2.0','7.0','5.0','8.0','9.0','5','4','4','1','2.0','3.0','1.0','3.0','1','2.0','4.0','3.0'
1403,'5','16','Right-wing','3','3','1','3','1','1','1','1','1','4.0','4.0','2.0','4.0','4.0','4.0','4.0','7.0','2','2','4','1','2.0','2.0','1.0','3.0','1','2.0','2.0','2.0'
1026,'2','13','Centre-right','3','-98','2','3','1','1','3','2','1','3.0','5.0','5.0','3.0','4.0','2.0','2.0','5.0','5','5','5','5','2.0','1.0','2.0','3.0','1','2.0','4.0','1.0'
267,'5','13','Right-wing','2','2','2','2','1','1','2','1','1','1.0','1.0','5.0','1.0','4.0','1.0','1.0','1.0','4','4','4','1','3.0','2.0','2.0','3.0','1','1.0','3.0','3.0'
387,'2','1','Centre-right','2','2','5','4','3','2','4','4','2','8.0','8.0','8.0','1.0','9.0','5.0','3.0','10.0','2','2','2','4','2.0','2.0','3.0','3.0','1','2.0','4.0','1.0'
2333,'4','20','Independent','5','5','1','2','1','3','2','2','2','5.0','5.0','4.0','1.0','8.0','4.0','4.0','8.0','1','2','4','2','1.0','2.0','2.0','3.0','1','2.0','4.0','1.0'
825,'2','96','Centre-right','2','1','1','2','1','3','1','2','1','4.0','3.0','4.0','1.0','7.0','2.0','1.0','8.0','4','4','4','4','2.0','3.0','3.0','1.0','1','1.0','4.0','1.0'
1680,'2','16','Centre-right','3','2','2','2','2','2','3','2','2','8.0','6.0','3.0','2.0','8.0','5.0','2.0','8.0','4','4','4','2','2.0','2.0','2.0','3.0','1','1.0','4.0','3.0'
1034,'5','16','Green','4','2','2','2','2','2','2','2','2','3.0','6.0','2.0','2.0','2.0','3.0','2.0','3.0','5','4','5','1','1.0','4.0','1.0','3.0','1','2.0','2.0','2.0'
1893,'2','1','Green','3','3','4','4','2','2','2','2','2','6.0','7.0','8.0','6.0','7.0','4.0','6.0','8.0','2','4','2','2','2.0','2.0','3.0','3.0','1','2.0','2.0','1.0'
